resi_id,layanan,id_gudang,berat_paket,estimasi_hari,hari_pengiriman,metode_pembayaran
NST-2603-10323,Sameday,WH-KNO04,1.52,1,2,E-Wallet
NST-2603-10324,Reguler,WH-JKT01,12.24,5,5,Transfer Bank
NST-2603-10325,Reguler,WH-SUB03,3.39,4,3,E-Wallet
NST-2603-10326,Reguler,WH-UPG05,14.58,3,4,Transfer Bank
NST-2603-10327,Reguler,WH-UPG05,8.8,5,5,E-Wallet
NST-2603-10328,Reguler,WH-BDO02,7.36,3,5,E-Wallet
NST-2603-10329,Reguler,WH-SUB03,2.94,4,7,Transfer Bank
NST-2603-10330,Kargo,WH-JKT01,34.59,5,8,COD
NST-2603-10331,Express,WH-JKT01,4.74,2,2,E-Wallet
NST-2603-10332,Reguler,WH-SUB03,7.69,4,6,Transfer Bank
NST-2603-10333,Reguler,WH-KNO04,5.04,5,6,E-Wallet
NST-2603-10334,Express,WH-KNO04,2.51,2,2,E-Wallet
NST-2603-10335,Reguler,WH-SUB03,,5,4,E-Wallet
NST-2603-10336,Express,WH-UPG05,3.5,2,2,E-Wallet
NST-2603-10337,Reguler,WH-KNO04,14.13,5,8,Kartu Kredit
NST-2603-10338,Reguler,WH-BDO02,1.91,5,8,E-Wallet
NST-2603-10339,Reguler,WH-JKT01,6.18,4,5,Transfer Bank
NST-2603-10340,Kargo,WH-KNO04,74.21,5,9,E-Wallet
NST-2603-10341,Reguler,WH-UPG05,2.34,4,5,Transfer Bank
NST-2603-10342,Reguler,WH-KNO04,11.93,4,7,Transfer Bank
NST-2603-10343,Reguler,WH-KNO04,10.41,4,4,COD
NST-2603-10344,Express,WH-JKT01,3.29,2,3,Transfer Bank
NST-2603-10345,Kargo,WH-BDO02,80.75,5,9,Transfer Bank
NST-2603-10346,Reguler,WH-BDO02,11.93,3,6,COD
NST-2603-10347,Reguler,WH-UPG05,7.66,4,7,E-Wallet
NST-2603-10348,Kargo,WH-SUB03,54.75,6,9,Kartu Kredit
NST-2603-10349,Reguler,WH-SUB03,,4,5,COD
NST-2603-10350,Reguler,WH-SUB03,1.26,3,5,Kartu Kredit
NST-2603-10351,Reguler,WH-UPG05,11.15,4,5,E-Wallet
NST-2603-10352,Express,WH-KNO04,4.07,2,4,E-Wallet
NST-2603-10353,Reguler,WH-BDO02,4.12,3,4,Kartu Kredit
NST-2603-10354,Express,WH-BDO02,2.62,2,4,Kartu Kredit
NST-2603-10355,Reguler,WH-KNO04,5.71,4,3,Transfer Bank
NST-2603-10356,Reguler,WH-BDO02,3.45,4,7,E-Wallet
NST-2603-10357,Express,WH-BDO02,0.51,1,3,COD
NST-2603-10358,Reguler,WH-SUB03,11.75,5,6,COD
NST-2603-10359,Reguler,WH-SUB03,6.67,3,5,E-Wallet
NST-2603-10360,Express,WH-JKT01,4.39,1,2,Kartu Kredit
NST-2603-10361,Kargo,WH-JKT01,48.8,6,7,Kartu Kredit
NST-2603-10362,Kargo,WH-BDO02,30.0,6,9,COD
NST-2603-10363,Sameday,WH-SUB03,2.16,1,1,Kartu Kredit
NST-2603-10364,Kargo,WH-JKT01,95.98,5,5,COD
NST-2603-10365,Reguler,WH-JKT01,7.47,5,6,Transfer Bank
NST-2603-10366,Reguler,WH-SUB03,9.6,3,4,Transfer Bank
NST-2603-10367,Express,WH-JKT01,3.48,2,2,Transfer Bank
NST-2603-10368,Reguler,WH-KNO04,10.72,5,6,E-Wallet
NST-2603-10369,Express,WH-KNO04,1.28,2,2,Kartu Kredit
NST-2603-10370,Express,WH-SUB03,,2,3,Transfer Bank
NST-2603-10371,Reguler,WH-SUB03,4.56,4,6,COD
NST-2603-10372,Kargo,WH-JKT01,41.63,5,7,Transfer Bank
NST-2603-10373,Reguler,WH-BDO02,5.33,5,7,Kartu Kredit
NST-2603-10374,Reguler,WH-UPG05,5.6,4,7,COD
NST-2603-10375,Sameday,WH-KNO04,1.67,1,2,Transfer Bank
NST-2603-10376,Reguler,WH-KNO04,3.12,5,6,Kartu Kredit
NST-2603-10377,Reguler,WH-SUB03,6.13,3,6,COD
NST-2603-10378,Reguler,WH-BDO02,8.74,4,5,Transfer Bank
NST-2603-10379,Express,WH-SUB03,3.86,2,3,Transfer Bank
NST-2603-10380,Express,WH-JKT01,2.13,2,3,Kartu Kredit
NST-2603-10381,Express,WH-BDO02,2.34,1,3,Transfer Bank
NST-2603-10382,Express,WH-JKT01,4.04,1,1,Kartu Kredit
NST-2603-10383,Reguler,WH-KNO04,9.79,5,6,Transfer Bank
NST-2603-10384,Kargo,WH-SUB03,52.84,5,6,COD
NST-2603-10385,Kargo,WH-SUB03,79.33,5,6,Transfer Bank
NST-2603-10386,Reguler,WH-UPG05,7.22,5,6,E-Wallet
NST-2603-10387,Reguler,WH-BDO02,7.51,4,3,Transfer Bank
NST-2603-10388,Sameday,WH-KNO04,1.5,1,2,Kartu Kredit
NST-2603-10389,Kargo,WH-UPG05,70.69,7,10,Transfer Bank
NST-2603-10390,Kargo,WH-UPG05,78.36,5,7,E-Wallet
NST-2603-10391,Kargo,WH-SUB03,67.19,6,11,COD
NST-2603-10392,Reguler,WH-BDO02,14.64,5,5,E-Wallet
NST-2603-10393,Express,WH-SUB03,2.07,1,3,COD
NST-2603-10394,Reguler,WH-BDO02,5.76,4,7,E-Wallet
NST-2603-10395,Reguler,WH-UPG05,,3,6,E-Wallet
NST-2603-10396,Express,WH-JKT01,2.18,2,3,E-Wallet
NST-2603-10397,Reguler,WH-KNO04,2.72,4,3,COD
NST-2603-10398,Express,WH-UPG05,3.24,1,1,Transfer Bank
NST-2603-10399,Reguler,WH-SUB03,1.27,4,3,Kartu Kredit
NST-2603-10400,Reguler,WH-KNO04,9.62,4,5,Transfer Bank
NST-2603-10401,Reguler,WH-UPG05,11.61,3,2,E-Wallet
NST-2603-10402,Reguler,WH-BDO02,14.16,4,3,COD
NST-2603-10403,Reguler,WH-SUB03,12.07,4,7,COD
NST-2603-10404,Reguler,WH-UPG05,1.47,4,7,Transfer Bank
NST-2603-10405,Sameday,WH-BDO02,2.25,1,2,COD
NST-2603-10406,Reguler,WH-BDO02,5.38,3,6,COD
NST-2603-10407,Reguler,WH-BDO02,6.57,5,4,E-Wallet
NST-2603-10408,Reguler,WH-KNO04,2.54,5,5,COD
NST-2603-10409,Express,WH-SUB03,4.15,2,4,COD
NST-2603-10410,Reguler,WH-BDO02,11.79,3,6,E-Wallet
NST-2603-10411,Express,WH-UPG05,2.31,2,3,Transfer Bank
NST-2603-10412,Express,WH-BDO02,4.99,1,2,Kartu Kredit
NST-2603-10413,Reguler,WH-SUB03,15.0,4,6,Kartu Kredit
NST-2603-10414,Reguler,WH-KNO04,10.85,4,5,Kartu Kredit
NST-2603-10415,Kargo,WH-BDO02,23.64,7,10,Transfer Bank
NST-2603-10416,Express,WH-UPG05,1.08,1,2,COD
NST-2603-10417,Express,WH-SUB03,4.01,1,2,E-Wallet
NST-2603-10418,Reguler,WH-BDO02,12.21,3,3,Transfer Bank
NST-2603-10419,Reguler,WH-KNO04,9.57,3,3,Kartu Kredit
NST-2603-10420,Reguler,WH-JKT01,3.65,3,4,COD
NST-2603-10421,Reguler,WH-UPG05,13.75,5,7,Kartu Kredit
NST-2603-10422,Reguler,WH-BDO02,7.89,4,4,Kartu Kredit
NST-2603-10423,Express,WH-BDO02,1.52,2,4,Kartu Kredit
NST-2603-10424,Reguler,WH-JKT01,5.39,4,4,Transfer Bank
NST-2603-10425,Express,WH-SUB03,3.96,2,3,COD
NST-2603-10426,Express,WH-JKT01,1.71,1,3,Kartu Kredit
NST-2603-10427,Reguler,WH-SUB03,10.85,3,3,Transfer Bank
NST-2603-10428,Express,WH-BDO02,0.73,1,3,E-Wallet
NST-2603-10429,Reguler,WH-JKT01,12.26,4,4,E-Wallet
NST-2603-10430,Express,WH-BDO02,3.02,2,3,Transfer Bank
NST-2603-10431,Reguler,WH-JKT01,12.54,3,5,E-Wallet
NST-2603-10432,Reguler,WH-BDO02,14.64,5,5,Kartu Kredit
NST-2603-10433,Express,WH-BDO02,4.77,2,2,Transfer Bank
NST-2603-10434,Reguler,WH-BDO02,,5,7,Transfer Bank
NST-2603-10435,Kargo,WH-KNO04,84.78,7,10,E-Wallet
NST-2603-10436,Reguler,WH-JKT01,2.98,4,3,COD
NST-2603-10437,Reguler,WH-KNO04,6.46,5,8,E-Wallet
NST-2603-10438,Reguler,WH-BDO02,2.24,5,4,Kartu Kredit
NST-2603-10439,Reguler,WH-UPG05,14.4,3,3,
NST-2603-10440,Reguler,WH-SUB03,4.69,3,2,COD
NST-2603-10441,Express,WH-JKT01,4.4,1,2,Kartu Kredit
NST-2603-10442,Express,WH-JKT01,4.65,2,2,COD
NST-2603-10443,Kargo,WH-SUB03,83.18,7,10,Transfer Bank
NST-2603-10444,Sameday,WH-KNO04,2.61,1,1,COD
NST-2603-10445,Reguler,WH-SUB03,6.52,5,6,COD
NST-2603-10446,Express,WH-UPG05,,2,3,E-Wallet
NST-2603-10447,Reguler,WH-BDO02,6.29,5,6,Transfer Bank
NST-2603-10448,Express,WH-SUB03,1.47,2,4,Kartu Kredit
NST-2603-10449,Reguler,WH-SUB03,4.92,4,5,Transfer Bank
NST-2603-10450,Sameday,WH-BDO02,0.77,1,1,COD
NST-2603-10451,Express,WH-JKT01,2.9,1,3,E-Wallet
NST-2603-10452,Sameday,WH-UPG05,0.71,1,2,Kartu Kredit
NST-2603-10453,Express,WH-SUB03,1.34,2,3,Kartu Kredit
NST-2603-10454,Kargo,WH-SUB03,47.05,5,10,COD
NST-2603-10455,Express,WH-JKT01,2.99,1,1,Transfer Bank
NST-2603-10456,Reguler,WH-UPG05,2.4,5,8,E-Wallet
NST-2603-10457,Reguler,WH-BDO02,7.22,5,5,Transfer Bank
NST-2603-10458,Reguler,WH-BDO02,8.18,5,7,Transfer Bank
NST-2603-10459,Reguler,WH-KNO04,11.9,3,6,Kartu Kredit
NST-2603-10460,Reguler,WH-UPG05,14.15,4,6,Transfer Bank
NST-2603-10461,Reguler,WH-UPG05,10.39,4,6,Transfer Bank
NST-2603-10462,Reguler,WH-SUB03,14.25,3,2,Kartu Kredit
NST-2603-10463,Sameday,WH-KNO04,2.15,1,2,Kartu Kredit
NST-2603-10464,Kargo,WH-BDO02,,5,6,Transfer Bank
NST-2603-10465,Reguler,WH-UPG05,13.59,4,3,Kartu Kredit
NST-2603-10466,Reguler,WH-UPG05,7.2,3,3,E-Wallet
NST-2603-10467,Reguler,WH-JKT01,13.76,5,5,E-Wallet
NST-2603-10468,Reguler,WH-BDO02,1.02,3,3,Transfer Bank
NST-2603-10469,Express,WH-JKT01,4.64,2,3,COD
NST-2603-10470,Reguler,WH-KNO04,1.65,4,6,Kartu Kredit
NST-2603-10471,Reguler,WH-UPG05,14.88,5,4,COD
NST-2603-10472,Kargo,WH-KNO04,58.65,7,12,Kartu Kredit
NST-2603-10473,Express,WH-JKT01,1.57,1,3,Kartu Kredit
NST-2603-10474,Reguler,WH-BDO02,3.02,4,6,Transfer Bank
NST-2603-10475,Express,WH-UPG05,2.67,2,2,E-Wallet
NST-2603-10476,Reguler,WH-BDO02,10.65,5,7,COD
NST-2603-10477,Reguler,WH-KNO04,3.6,3,5,E-Wallet
NST-2603-10478,Reguler,WH-SUB03,3.06,3,5,E-Wallet
NST-2603-10479,Reguler,WH-BDO02,8.33,4,7,COD
NST-2603-10480,Reguler,WH-BDO02,8.85,5,7,Kartu Kredit
NST-2603-10481,Reguler,WH-BDO02,2.44,5,6,COD
NST-2603-10482,Express,WH-UPG05,1.5,2,4,E-Wallet
NST-2603-10483,Express,WH-KNO04,1.23,1,3,COD
NST-2603-10484,Reguler,WH-KNO04,12.14,4,5,Transfer Bank
NST-2603-10485,Reguler,WH-UPG05,,4,7,Kartu Kredit
NST-2603-10486,Express,WH-BDO02,3.15,2,2,Kartu Kredit
NST-2603-10487,Reguler,WH-BDO02,1.52,3,5,COD
NST-2603-10488,Kargo,WH-SUB03,80.22,7,12,Kartu Kredit
NST-2603-10489,Express,WH-BDO02,4.03,1,2,Kartu Kredit
NST-2603-10490,Reguler,WH-JKT01,1.46,4,7,E-Wallet
NST-2603-10491,Reguler,WH-BDO02,10.03,5,7,E-Wallet
NST-2603-10492,Reguler,WH-SUB03,2.83,3,4,Kartu Kredit
NST-2603-10493,Reguler,WH-JKT01,10.87,5,4,Kartu Kredit
NST-2603-10494,Reguler,WH-SUB03,10.56,5,7,E-Wallet
NST-2603-10495,Express,WH-SUB03,0.81,1,3,Kartu Kredit
NST-2603-10496,Reguler,WH-KNO04,9.03,4,7,Kartu Kredit
NST-2603-10497,Reguler,WH-UPG05,14.91,3,5,E-Wallet
NST-2603-10498,Reguler,WH-SUB03,6.48,3,6,E-Wallet
NST-2603-10499,Reguler,WH-BDO02,4.88,3,5,E-Wallet
NST-2603-10500,Reguler,WH-KNO04,13.91,3,4,Transfer Bank
NST-2603-10501,Reguler,WH-JKT01,4.49,3,6,E-Wallet
NST-2603-10502,Reguler,WH-UPG05,11.93,4,4,Kartu Kredit
NST-2603-10503,Express,WH-KNO04,2.31,2,2,E-Wallet
NST-2603-10504,Reguler,WH-SUB03,3.44,3,3,Transfer Bank
NST-2603-10505,Express,WH-KNO04,3.81,2,4,E-Wallet
NST-2603-10506,Reguler,WH-BDO02,10.91,3,6,E-Wallet
NST-2603-10507,Reguler,WH-BDO02,12.1,4,5,Transfer Bank
NST-2603-10508,Reguler,WH-BDO02,2.98,5,4,COD
NST-2603-10509,Express,WH-UPG05,3.98,1,1,COD
NST-2603-10510,Reguler,WH-KNO04,4.23,4,7,E-Wallet
NST-2603-10511,Reguler,WH-KNO04,3.69,5,6,COD
NST-2603-10512,Reguler,WH-SUB03,,5,4,COD
NST-2603-10513,Reguler,WH-JKT01,4.35,4,6,Kartu Kredit
NST-2603-10514,Reguler,WH-BDO02,7.72,4,3,Kartu Kredit
NST-2603-10515,Express,WH-JKT01,2.2,2,3,Kartu Kredit
NST-2603-10516,Reguler,WH-JKT01,2.71,3,4,Transfer Bank
NST-2603-10517,Express,WH-BDO02,0.87,1,3,COD
NST-2603-10518,Reguler,WH-BDO02,3.11,3,2,E-Wallet
NST-2603-10519,Express,WH-SUB03,0.89,1,1,Transfer Bank
NST-2603-10520,Express,WH-UPG05,2.81,2,3,COD
NST-2603-10521,Reguler,WH-BDO02,10.89,5,8,E-Wallet
NST-2603-10522,Express,WH-JKT01,2.02,1,1,Transfer Bank
NST-2603-10523,Kargo,WH-SUB03,28.0,7,10,Kartu Kredit
NST-2603-10524,Reguler,WH-KNO04,13.0,4,3,E-Wallet
NST-2603-10525,Reguler,WH-SUB03,3.69,5,4,Kartu Kredit
NST-2603-10526,Express,WH-BDO02,2.75,2,3,COD
NST-2603-10527,Reguler,WH-BDO02,5.25,3,6,E-Wallet
NST-2603-10528,Reguler,WH-UPG05,13.74,3,4,Kartu Kredit
NST-2603-10529,Kargo,WH-SUB03,20.39,7,10,Kartu Kredit
NST-2603-10530,Reguler,WH-BDO02,4.55,3,5,COD
NST-2603-10531,Express,WH-JKT01,3.34,1,3,COD
NST-2603-10532,Express,WH-JKT01,1.58,2,2,COD
NST-2603-10533,Sameday,WH-SUB03,1.9,1,2,COD
NST-2603-10534,Reguler,WH-UPG05,7.35,3,6,COD
NST-2603-10535,Reguler,WH-SUB03,7.51,4,6,Transfer Bank
NST-2603-10536,Reguler,WH-UPG05,13.01,5,7,Kartu Kredit
NST-2603-10537,Reguler,WH-JKT01,4.92,3,5,COD
NST-2603-10538,Reguler,WH-BDO02,14.18,4,5,Kartu Kredit
NST-2603-10539,Reguler,WH-KNO04,12.19,5,8,Transfer Bank
NST-2603-10540,Reguler,WH-BDO02,12.8,4,4,E-Wallet
NST-2603-10541,Reguler,WH-JKT01,11.64,5,7,Kartu Kredit
NST-2603-10542,Express,WH-JKT01,1.52,1,1,Kartu Kredit
NST-2603-10543,Express,WH-BDO02,4.06,2,4,Kartu Kredit
NST-2603-10544,Express,WH-BDO02,4.61,2,3,E-Wallet
NST-2603-10545,Kargo,WH-JKT01,99.56,6,8,Transfer Bank
NST-2603-10546,Reguler,WH-BDO02,11.91,4,3,Kartu Kredit
NST-2603-10547,Sameday,WH-KNO04,1.86,1,2,Transfer Bank
NST-2603-10548,Kargo,WH-KNO04,66.93,7,7,Kartu Kredit
NST-2603-10549,Reguler,WH-SUB03,11.16,5,7,Kartu Kredit
NST-2603-10550,Reguler,WH-KNO04,8.58,3,2,Kartu Kredit
NST-2603-10551,Reguler,WH-JKT01,1.27,4,6,E-Wallet
NST-2603-10552,Reguler,WH-JKT01,3.27,4,5,Transfer Bank
NST-2603-10553,Reguler,WH-SUB03,9.32,3,5,Transfer Bank
NST-2603-10554,Reguler,WH-UPG05,12.45,5,6,COD
NST-2603-10555,Express,WH-SUB03,2.36,2,3,Kartu Kredit
NST-2603-10556,Reguler,WH-UPG05,2.51,3,2,E-Wallet
NST-2603-10557,Reguler,WH-UPG05,7.62,4,7,Kartu Kredit
NST-2603-10558,Kargo,WH-BDO02,48.96,6,9,Transfer Bank
NST-2603-10559,Reguler,WH-KNO04,6.86,5,6,Transfer Bank
NST-2603-10560,Sameday,WH-UPG05,0.87,1,2,Kartu Kredit
NST-2603-10561,Reguler,WH-BDO02,3.12,5,7,Transfer Bank
NST-2603-10562,Sameday,WH-SUB03,2.21,1,2,Kartu Kredit
NST-2603-10563,Reguler,WH-SUB03,8.1,3,4,
NST-2603-10564,Reguler,WH-UPG05,11.61,4,3,COD
NST-2603-10565,Reguler,WH-BDO02,9.52,5,4,E-Wallet
NST-2603-10566,Express,WH-JKT01,,2,4,E-Wallet
NST-2603-10567,Kargo,WH-KNO04,,6,11,Transfer Bank
NST-2603-10568,Reguler,WH-UPG05,11.13,4,6,Transfer Bank
NST-2603-10569,Kargo,WH-JKT01,34.56,7,11,COD
NST-2603-10570,Reguler,WH-KNO04,1.95,5,7,Transfer Bank
NST-2603-10571,Express,WH-JKT01,4.02,1,2,Transfer Bank
NST-2603-10572,Express,WH-BDO02,3.31,2,2,Kartu Kredit
NST-2603-10573,Reguler,WH-UPG05,13.47,4,6,COD
NST-2603-10574,Reguler,WH-JKT01,6.24,4,7,Kartu Kredit
NST-2603-10575,Kargo,WH-JKT01,36.41,5,10,Kartu Kredit
NST-2603-10576,Kargo,WH-JKT01,31.55,7,10,Transfer Bank
NST-2603-10577,Sameday,WH-UPG05,1.74,1,1,
NST-2603-10578,Kargo,WH-BDO02,90.35,7,8,E-Wallet
NST-2603-10579,Reguler,WH-BDO02,10.38,4,3,E-Wallet
NST-2603-10580,Express,WH-JKT01,4.76,1,1,E-Wallet
NST-2603-10581,Reguler,WH-BDO02,2.72,3,4,
NST-2603-10582,Sameday,WH-KNO04,0.93,1,2,COD
NST-2603-10583,Reguler,WH-BDO02,6.7,5,4,E-Wallet
NST-2603-10584,Reguler,WH-JKT01,5.02,5,5,E-Wallet
NST-2603-10585,Reguler,WH-KNO04,3.7,3,3,Kartu Kredit
NST-2603-10586,Reguler,WH-UPG05,12.03,3,2,COD
NST-2603-10587,Reguler,WH-SUB03,9.25,3,6,Transfer Bank
NST-2603-10588,Kargo,WH-BDO02,42.39,5,7,Transfer Bank
NST-2603-10589,Express,WH-KNO04,4.16,1,2,COD
NST-2603-10590,Reguler,WH-SUB03,8.92,3,5,Kartu Kredit
NST-2603-10591,Express,WH-UPG05,1.52,2,4,E-Wallet
NST-2603-10592,Express,WH-SUB03,3.25,1,2,Kartu Kredit
NST-2603-10593,Reguler,WH-UPG05,3.67,5,5,Kartu Kredit
NST-2603-10594,Reguler,WH-JKT01,13.32,4,7,COD
NST-2603-10595,Kargo,WH-JKT01,67.9,6,7,E-Wallet
NST-2603-10596,Express,WH-UPG05,2.78,1,1,COD
NST-2603-10597,Reguler,WH-SUB03,,3,5,COD
NST-2603-10598,Express,WH-BDO02,4.03,1,1,Kartu Kredit
NST-2603-10599,Reguler,WH-SUB03,8.43,4,5,COD
NST-2603-10600,Reguler,WH-SUB03,5.02,5,6,COD
NST-2603-10601,Reguler,WH-BDO02,4.44,4,5,COD
NST-2603-10602,Reguler,WH-SUB03,9.84,3,6,COD
NST-2603-10603,Express,WH-SUB03,1.25,1,2,Kartu Kredit
NST-2603-10604,Kargo,WH-KNO04,92.36,6,8,E-Wallet
NST-2603-10605,Reguler,WH-UPG05,5.54,5,4,E-Wallet
NST-2603-10606,Reguler,WH-JKT01,11.64,4,6,Kartu Kredit
NST-2603-10607,Express,WH-UPG05,2.14,2,2,Transfer Bank
NST-2603-10608,Kargo,WH-SUB03,64.57,5,8,COD
NST-2603-10609,Express,WH-BDO02,2.89,2,4,Kartu Kredit
NST-2603-10610,Kargo,WH-BDO02,51.75,6,10,Transfer Bank
NST-2603-10611,Reguler,WH-JKT01,1.59,5,5,Transfer Bank
NST-2603-10612,Express,WH-JKT01,1.05,1,1,COD
NST-2603-10613,Reguler,WH-JKT01,1.48,3,5,Kartu Kredit
NST-2603-10614,Reguler,WH-BDO02,14.56,3,6,COD
NST-2603-10615,Reguler,WH-SUB03,6.62,4,7,Transfer Bank
NST-2603-10616,Reguler,WH-JKT01,14.32,4,4,Transfer Bank
NST-2603-10617,Kargo,WH-JKT01,30.54,7,12,COD
NST-2603-10618,Kargo,WH-BDO02,61.96,6,10,COD
NST-2603-10619,Reguler,WH-SUB03,13.88,4,4,COD
NST-2603-10620,Reguler,WH-JKT01,3.84,5,7,E-Wallet
NST-2603-10621,Reguler,WH-SUB03,4.52,5,4,Kartu Kredit
NST-2603-10622,Reguler,WH-KNO04,8.94,3,4,Kartu Kredit
NST-2603-10623,Express,WH-JKT01,3.09,2,2,Kartu Kredit
NST-2603-10624,Kargo,WH-JKT01,93.26,5,8,Transfer Bank
NST-2603-10625,Sameday,WH-BDO02,1.27,1,2,Kartu Kredit
NST-2603-10626,Express,WH-KNO04,0.54,1,2,Kartu Kredit
NST-2603-10627,Express,WH-KNO04,2.94,1,1,Transfer Bank
NST-2603-10628,Reguler,WH-KNO04,7.59,5,4,Transfer Bank
NST-2603-10629,Reguler,WH-UPG05,2.1,3,4,E-Wallet
NST-2603-10630,Reguler,WH-BDO02,8.38,3,3,Transfer Bank
NST-2603-10631,Reguler,WH-BDO02,10.59,4,5,COD
NST-2603-10632,Express,WH-JKT01,,1,1,E-Wallet
NST-2603-10633,Reguler,WH-BDO02,2.15,3,2,Transfer Bank
NST-2603-10634,Reguler,WH-JKT01,5.17,4,5,Kartu Kredit
NST-2603-10635,Reguler,WH-JKT01,6.58,4,3,E-Wallet
NST-2603-10636,Sameday,WH-UPG05,2.05,1,2,E-Wallet
NST-2603-10637,Reguler,WH-BDO02,1.78,5,4,Kartu Kredit
NST-2603-10638,Express,WH-BDO02,2.37,2,3,Kartu Kredit
NST-2603-10639,Express,WH-UPG05,3.43,2,3,Kartu Kredit
NST-2603-10640,Reguler,WH-UPG05,5.98,3,2,COD
NST-2603-10641,Reguler,WH-BDO02,7.26,4,7,E-Wallet
NST-2603-10642,Kargo,WH-BDO02,86.02,6,7,COD
NST-2603-10643,Reguler,WH-JKT01,1.78,3,5,COD
NST-2603-10644,Kargo,WH-SUB03,43.39,7,9,Kartu Kredit
NST-2603-10645,Reguler,WH-JKT01,3.82,5,5,Transfer Bank
NST-2603-10646,Reguler,WH-KNO04,8.11,5,6,COD
NST-2603-10647,Kargo,WH-KNO04,92.17,6,7,Transfer Bank
NST-2603-10648,Express,WH-SUB03,2.91,1,2,Transfer Bank
NST-2603-10649,Sameday,WH-UPG05,1.57,1,1,Kartu Kredit
NST-2603-10650,Express,WH-KNO04,2.01,1,2,Transfer Bank
NST-2603-10651,Kargo,WH-UPG05,38.33,7,8,COD
NST-2603-10652,Express,WH-UPG05,0.84,2,3,Transfer Bank
NST-2603-10653,Express,WH-JKT01,3.67,2,4,COD
NST-2603-10654,Reguler,WH-UPG05,1.1,5,7,Kartu Kredit
NST-2603-10655,Reguler,WH-SUB03,11.11,4,3,COD
NST-2603-10656,Kargo,WH-JKT01,59.71,7,10,Transfer Bank
NST-2603-10657,Reguler,WH-SUB03,1.39,4,4,COD
NST-2603-10658,Reguler,WH-UPG05,2.03,3,4,Transfer Bank
NST-2603-10659,Reguler,WH-KNO04,2.67,3,2,Transfer Bank
NST-2603-10660,Reguler,WH-UPG05,8.7,5,5,Kartu Kredit
NST-2603-10661,Reguler,WH-SUB03,2.77,5,6,Transfer Bank
NST-2603-10662,Reguler,WH-BDO02,14.57,3,3,E-Wallet
NST-2603-10663,Kargo,WH-BDO02,86.51,6,6,COD
NST-2603-10664,Reguler,WH-KNO04,11.56,5,5,E-Wallet
NST-2603-10665,Reguler,WH-SUB03,8.08,5,6,E-Wallet
NST-2603-10666,Reguler,WH-KNO04,5.81,5,4,COD
NST-2603-10667,Reguler,WH-JKT01,13.8,5,6,Kartu Kredit
NST-2603-10668,Reguler,WH-UPG05,7.01,3,2,COD
NST-2603-10669,Express,WH-JKT01,3.41,1,3,Kartu Kredit
NST-2603-10670,Reguler,WH-BDO02,9.42,3,4,Transfer Bank
NST-2603-10671,Kargo,WH-UPG05,46.74,5,8,E-Wallet
NST-2603-10672,Reguler,WH-JKT01,10.74,4,5,COD
NST-2603-10673,Reguler,WH-BDO02,13.81,3,4,Transfer Bank
NST-2603-10674,Reguler,WH-JKT01,12.35,4,7,COD
NST-2603-10675,Reguler,WH-UPG05,6.77,3,6,COD
NST-2603-10676,Express,WH-JKT01,2.06,2,2,Transfer Bank
NST-2603-10677,Kargo,WH-UPG05,94.05,5,9,COD
NST-2603-10678,Express,WH-JKT01,,1,3,Transfer Bank
NST-2603-10679,Reguler,WH-KNO04,14.33,4,7,E-Wallet
NST-2603-10680,Reguler,WH-JKT01,4.3,4,6,Transfer Bank
NST-2603-10681,Reguler,WH-JKT01,10.92,5,7,COD
NST-2603-10682,Sameday,WH-KNO04,1.7,1,2,E-Wallet
NST-2603-10683,Reguler,WH-BDO02,3.68,4,5,E-Wallet
NST-2603-10684,Express,WH-UPG05,3.33,2,2,Transfer Bank
NST-2603-10685,Reguler,WH-SUB03,9.72,4,5,Kartu Kredit
NST-2603-10686,Reguler,WH-BDO02,7.94,4,7,Transfer Bank
NST-2603-10687,Reguler,WH-UPG05,,5,7,Kartu Kredit
NST-2603-10688,Reguler,WH-JKT01,13.66,3,4,Transfer Bank
NST-2603-10689,Express,WH-BDO02,4.52,2,2,E-Wallet
NST-2603-10690,Reguler,WH-JKT01,12.69,5,4,Transfer Bank
NST-2603-10691,Express,WH-BDO02,1.72,1,1,Kartu Kredit
NST-2603-10692,Reguler,WH-BDO02,9.97,5,4,COD
NST-2603-10693,Sameday,WH-SUB03,1.23,1,1,Kartu Kredit
NST-2603-10694,Reguler,WH-KNO04,14.45,5,7,E-Wallet
NST-2603-10695,Kargo,WH-BDO02,77.68,7,7,Transfer Bank
NST-2603-10696,Express,WH-JKT01,3.21,2,2,E-Wallet
NST-2603-10697,Sameday,WH-SUB03,2.25,1,2,COD
NST-2603-10698,Reguler,WH-BDO02,7.69,4,4,COD
NST-2603-10699,Express,WH-KNO04,4.46,1,2,COD
NST-2603-10700,Reguler,WH-JKT01,10.72,4,6,Transfer Bank
NST-2603-10701,Reguler,WH-SUB03,2.76,5,5,Kartu Kredit
NST-2603-10702,Reguler,WH-UPG05,3.15,4,7,Transfer Bank
NST-2603-10703,Reguler,WH-KNO04,6.78,3,3,E-Wallet
NST-2603-10704,Sameday,WH-UPG05,0.63,1,1,Transfer Bank
NST-2603-10705,Reguler,WH-UPG05,13.92,3,4,E-Wallet
NST-2603-10706,Reguler,WH-SUB03,13.77,5,4,Transfer Bank
NST-2603-10707,Express,WH-SUB03,2.6,2,2,Kartu Kredit
